Data Zone,Council Area,All ages,AGE0,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,AGE7,AGE8,AGE9,AGE10,AGE11,AGE12,AGE13,AGE14,AGE15,AGE16,AGE17,AGE18,AGE19,AGE20,AGE21,AGE22,AGE23,AGE24,AGE25,AGE26,AGE27,AGE28,AGE29,AGE30,AGE31,AGE32,AGE33,AGE34,AGE35,AGE36,AGE37,AGE38,AGE39,AGE40,AGE41,AGE42,AGE43,AGE44,AGE45,AGE46,AGE47,AGE48,AGE49,AGE50,AGE51,AGE52,AGE53,AGE54,AGE55,AGE56,AGE57,AGE58,AGE59,AGE60,AGE61,AGE62,AGE63,AGE64,AGE65,AGE66,AGE67,AGE68,AGE69,AGE70,AGE71,AGE72,AGE73,AGE74,AGE75,AGE76,AGE77,AGE78,AGE79,AGE80,AGE81,AGE82,AGE83,AGE84,AGE85,AGE86,AGE87,AGE88,AGE89,AGE90
Broadbay - 02,Na h-Eileanan Siar,927,13,10,9,15,9,13,10,7,8,11,10,10,16,6,14,10,16,10,14,5,13,10,11,12,3,6,1,8,16,9,17,8,9,6,6,13,9,14,15,8,13,5,11,10,9,17,6,19,16,9,16,13,10,21,13,19,16,24,11,11,12,13,6,12,13,5,9,17,17,10,13,19,4,10,13,9,5,10,2,3,2,3,4,8,4,6,1,0,8,1,9
Broadbay - 03,Na h-Eileanan Siar,1.091,11,15,18,16,15,14,19,15,19,21,23,16,13,16,18,17,16,3,13,7,11,12,9,5,12,10,11,14,15,8,10,12,13,16,11,19,19,17,12,11,16,19,15,11,19,11,21,13,22,10,13,20,17,9,15,14,9,14,17,8,7,8,14,14,13,20,12,22,10,16,9,3,4,8,7,9,10,8,8,3,6,2,4,7,7,8,1,0,3,0,3
Broadbay - 04,Na h-Eileanan Siar,934,15,12,6,15,9,13,7,4,13,12,15,9,16,23,13,12,12,7,11,4,10,11,10,14,2,19,5,13,15,6,2,9,13,14,21,11,15,12,12,10,14,6,13,7,10,20,27,16,16,21,13,18,12,24,17,20,13,11,15,14,11,6,10,11,3,11,5,9,5,8,5,11,10,9,2,9,6,2,9,3,6,3,4,2,4,5,0,1,2,1,2
Stornoway West - 01,Na h-Eileanan Siar,1.072,6,8,4,12,13,16,10,8,13,16,24,7,18,15,20,15,6,14,10,19,9,4,16,23,7,15,11,15,8,9,11,5,13,5,7,17,15,10,19,12,14,3,17,11,13,15,17,24,21,23,23,21,7,23,12,14,18,10,17,18,12,21,10,15,11,12,16,6,15,9,9,7,9,11,14,11,8,7,8,9,4,5,6,3,4,5,4,2,6,2,5
Stornoway West - 02,Na h-Eileanan Siar,633,14,5,9,12,6,11,4,11,8,8,5,12,4,9,4,8,11,9,5,11,1,9,5,11,4,10,7,6,7,5,7,7,11,7,11,0,7,6,3,7,6,2,13,5,19,17,10,10,9,12,5,5,10,13,7,11,13,11,10,4,4,11,6,5,2,15,3,3,9,6,4,13,8,4,5,0,4,3,5,6,5,3,4,1,3,1,2,1,2,0,6
Stornoway West - 03,Na h-Eileanan Siar,637,4,8,2,3,7,4,4,4,0,6,3,3,1,5,7,7,4,8,9,2,13,1,7,11,9,15,8,14,5,7,16,10,5,15,20,10,5,12,7,3,6,9,8,5,9,6,9,8,8,11,5,4,8,2,9,2,5,6,3,14,5,12,12,8,7,9,9,4,16,5,7,9,11,6,5,3,6,8,8,6,6,10,5,10,8,7,2,2,1,6,3
Stornoway West - 04,Na h-Eileanan Siar,884,10,11,7,6,8,12,11,11,2,7,7,2,6,9,6,5,13,4,7,8,7,7,6,17,7,11,11,7,18,16,18,8,19,11,7,12,18,7,13,7,17,5,13,17,11,10,13,13,12,9,12,14,8,4,13,14,16,14,20,13,8,15,6,8,7,9,7,13,8,2,10,10,8,10,6,8,12,12,15,10,5,7,1,9,13,6,1,7,2,2,20
Stornoway East - 01,Na h-Eileanan Siar,751,4,4,2,4,4,9,7,6,6,10,4,6,3,3,6,7,5,7,7,5,15,5,4,14,5,11,10,10,4,10,19,15,5,4,8,9,11,7,10,8,2,5,11,12,8,10,2,14,10,14,10,11,11,12,14,16,9,10,12,3,12,10,9,12,9,12,14,10,16,10,12,13,5,5,8,12,9,1,5,7,3,6,5,6,6,1,4,3,3,4,30
Stornoway East - 02,Na h-Eileanan Siar,600,8,2,8,3,7,10,6,1,9,4,8,7,5,8,3,3,3,9,7,2,1,5,2,3,7,9,5,10,0,5,9,3,11,8,3,9,6,11,8,2,10,2,9,9,4,11,2,11,4,10,9,5,4,10,21,9,11,3,7,13,13,7,10,4,8,13,9,8,11,17,11,6,2,7,4,4,7,6,1,7,6,8,3,1,3,4,2,6,1,2,15
Stornoway East - 03,Na h-Eileanan Siar,812,4,6,4,10,3,13,9,9,8,6,5,6,5,6,7,11,2,4,10,6,5,5,3,7,11,4,3,2,6,12,12,6,11,13,9,11,7,6,11,11,8,10,4,8,7,4,14,8,12,6,16,11,12,15,5,8,10,15,5,8,13,9,10,5,9,10,11,9,12,7,9,9,9,9,7,6,10,12,16,9,9,7,13,14,12,15,10,6,14,6,40
Stornoway East - 04,Na h-Eileanan Siar,630,5,7,4,9,10,5,6,5,3,7,10,6,2,6,5,12,6,3,6,4,5,8,5,5,7,0,5,0,2,3,4,10,5,6,8,8,7,11,4,3,8,8,14,4,6,12,12,21,13,7,10,4,11,10,7,14,7,11,6,9,10,5,8,8,9,0,10,9,18,11,15,5,8,6,11,11,5,9,4,5,5,8,6,1,0,3,3,3,2,3,8
Point - 01,Na h-Eileanan Siar,997,7,13,19,19,18,9,16,11,10,15,8,19,13,18,14,9,11,16,5,11,10,22,6,17,8,12,12,13,5,11,11,5,9,8,8,12,12,7,18,19,19,21,14,9,9,16,16,7,16,17,7,8,20,18,14,16,21,9,13,9,16,11,10,14,10,7,11,9,6,7,15,7,9,11,9,10,7,4,8,6,8,5,4,4,3,2,6,3,2,3,5
Point - 02,Na h-Eileanan Siar,804,5,12,12,7,10,10,12,9,5,9,6,5,22,5,15,8,3,6,6,2,7,9,10,9,0,7,8,4,10,13,6,4,10,15,5,9,8,14,13,16,7,11,10,9,6,18,15,14,12,18,14,5,16,14,10,10,18,15,11,10,8,11,12,16,7,9,10,12,10,13,12,6,8,10,5,5,3,7,3,10,7,3,5,0,3,2,3,1,4,1,9
Point - 03,Na h-Eileanan Siar,809,7,2,8,9,8,3,7,6,9,10,10,15,8,9,11,7,10,8,7,4,7,8,2,3,14,8,1,6,6,1,12,10,5,7,4,12,7,14,8,4,16,7,4,7,9,8,12,17,10,18,10,5,19,9,11,18,18,13,18,11,13,14,21,16,19,14,15,11,10,13,11,10,7,12,8,7,7,6,5,4,2,5,7,1,6,4,5,3,5,3,8
Point - 04,Na h-Eileanan Siar,578,2,3,3,4,5,4,8,5,9,9,7,6,9,8,4,6,6,3,7,10,4,4,0,1,4,3,0,0,7,5,5,5,4,5,5,7,4,14,12,7,8,10,6,11,3,8,8,7,6,3,4,13,10,6,6,10,13,6,5,7,7,6,13,8,13,10,3,10,14,11,16,12,7,7,8,8,12,7,5,6,2,2,5,4,1,3,3,3,2,0,6
Dunipace - 01,Falkirk,800,4,7,3,2,8,7,5,11,10,11,10,12,14,7,5,9,4,12,6,6,4,6,5,5,4,4,10,6,3,4,1,11,5,8,9,9,4,6,16,12,14,9,14,17,17,14,10,16,13,8,13,14,9,14,15,16,13,9,10,15,7,3,10,13,10,12,12,16,12,14,20,13,10,8,4,12,2,5,10,4,3,5,8,7,2,8,3,3,4,1,14
Dunipace - 02,Falkirk,727,10,6,12,13,11,12,12,7,5,15,13,11,12,6,6,13,14,16,15,12,10,8,15,7,6,4,8,9,8,6,11,10,14,5,8,9,15,8,8,10,13,6,16,12,14,15,14,16,21,13,13,5,8,11,13,8,4,7,2,7,5,6,4,5,7,9,4,3,6,5,6,2,3,5,3,3,5,1,5,1,0,2,3,1,4,3,3,0,3,0,2
Dunipace - 03,Falkirk,585,1,5,5,4,4,2,4,4,5,0,4,1,1,5,3,4,3,3,3,1,4,10,10,7,10,8,13,4,13,2,8,6,5,4,3,8,5,12,13,5,8,10,3,2,1,5,3,10,11,12,11,13,11,15,12,10,7,10,8,7,10,7,9,2,12,17,18,11,8,4,11,9,14,10,8,11,5,8,6,2,2,3,2,1,1,0,1,3,2,0,7
Dunipace - 04,Falkirk,523,6,5,13,12,6,10,9,4,10,5,5,10,4,8,1,3,9,7,7,13,3,6,10,10,8,10,10,3,10,9,11,7,6,1,10,1,1,7,9,5,4,1,12,7,11,11,8,12,14,7,4,6,12,2,3,8,8,11,7,6,8,5,4,6,7,6,1,5,1,2,6,0,2,3,1,2,3,4,3,2,3,2,1,1,1,3,1,0,1,0,1
Dunipace - 05,Falkirk,554,8,3,4,5,5,7,6,8,12,8,5,6,3,4,8,5,7,6,6,8,4,6,10,8,5,5,4,5,10,9,8,6,2,1,9,4,8,8,1,11,6,9,9,3,8,7,9,6,10,9,5,12,3,8,8,5,6,2,6,10,12,9,12,9,8,11,17,7,9,8,6,3,2,4,2,6,4,5,4,2,4,1,6,2,2,4,2,1,2,1,0
"Fankerton, Stoneywood and Denny Town - 01",Falkirk,1,9,14,4,11,14,11,7,11,6,7,8,8,8,8,5,8,6,13,6,6,8,9,10,7,19,5,22,9,6,15,13,9,11,15,9,15,17,9,16,11,12,17,15,21,12,19,9,20,20,11,18,11,27,22,16,10,16,11,16,23,19,18,10,17,12,13,17,12,4,8,13,9,16,12,17,10,8,5,8,4,4,6,6,3,2,5,3,2,2,0,4
"Fankerton, Stoneywood and Denny Town - 02",Falkirk,552,2,8,10,6,8,8,6,7,11,7,10,15,12,13,10,5,8,6,8,7,15,6,4,2,9,4,1,6,5,3,3,6,1,1,5,7,9,7,6,2,17,8,3,12,3,10,6,9,6,12,2,10,13,9,5,9,10,10,8,11,6,6,3,11,8,5,4,5,3,7,5,8,6,2,4,3,5,3,2,2,2,2,0,3,0,2,1,0,0,0,2
"Fankerton, Stoneywood and Denny Town - 03",Falkirk,555,7,6,6,10,7,9,6,6,9,9,7,8,8,12,4,9,4,12,11,4,6,2,8,5,5,8,7,7,5,7,5,2,12,15,5,12,6,6,3,5,2,5,7,6,11,9,15,5,8,12,12,12,10,6,3,9,5,4,5,3,4,13,6,0,7,8,0,5,3,8,7,6,3,2,5,1,1,4,2,0,7,3,4,2,1,1,5,2,3,0,8
"Fankerton, Stoneywood and Denny Town - 04",Falkirk,786,5,8,10,8,4,7,7,11,5,11,8,8,9,9,3,3,7,7,5,7,7,7,12,10,12,11,14,7,7,14,10,14,7,0,13,7,18,11,7,8,12,5,9,3,12,11,14,8,9,21,17,19,10,11,12,14,14,21,12,3,5,7,9,9,4,4,8,5,14,12,13,9,5,8,6,12,8,8,7,5,12,6,5,3,5,8,5,5,1,2,1
"Fankerton, Stoneywood and Denny Town - 05",Falkirk,895,2,9,11,12,5,12,14,13,13,14,11,6,11,7,13,12,13,15,16,9,11,20,8,15,14,10,5,12,9,7,12,7,15,9,11,5,6,10,13,9,12,11,10,11,15,21,23,28,19,23,19,21,20,7,22,17,15,7,14,8,16,8,7,6,13,4,9,6,2,4,6,4,4,0,4,5,6,2,3,5,6,5,4,1,4,1,2,2,0,2,5
"Fankerton, Stoneywood and Denny Town - 06",Falkirk,673,9,8,8,6,3,13,11,12,8,10,9,11,12,13,9,4,12,18,12,14,1,4,14,4,9,8,3,9,5,3,2,4,6,5,5,13,13,13,18,15,17,11,6,13,21,11,17,16,14,16,13,8,12,8,3,7,12,7,6,7,12,5,4,5,8,3,3,7,6,2,1,5,4,2,4,2,2,5,4,1,3,3,0,1,0,0,0,0,0,0,0
Denny - Nethermains - 01,Falkirk,753,9,8,7,9,8,5,4,7,5,9,8,7,10,15,8,10,9,6,10,12,14,11,3,5,5,12,4,10,7,7,6,6,8,14,13,9,12,8,12,10,8,12,7,11,6,12,18,17,10,10,9,10,6,15,6,12,8,6,5,13,11,9,12,10,13,9,19,12,11,13,10,4,14,5,6,12,5,6,8,8,3,2,1,1,1,2,0,0,0,1,2
Denny - Nethermains - 02,Falkirk,641,9,10,11,10,9,8,8,8,7,12,4,6,4,7,6,4,10,3,4,5,13,6,9,7,6,5,6,3,10,9,5,3,6,9,7,14,5,3,5,8,5,6,17,8,5,10,13,7,11,7,4,11,8,2,4,5,9,8,9,4,3,8,3,8,12,13,19,5,17,18,10,9,11,12,11,6,1,4,2,7,1,1,5,2,4,2,0,0,3,1,6
Denny - Nethermains - 03,Falkirk,783,8,4,13,7,10,5,15,8,12,5,7,6,15,7,12,10,7,10,7,7,7,9,11,7,10,9,12,14,5,3,7,4,4,7,13,6,9,5,7,7,9,10,9,11,8,5,11,13,14,15,7,10,12,20,5,12,10,10,11,14,6,11,13,14,11,9,16,10,9,18,13,11,8,10,7,6,10,13,5,2,8,6,0,1,2,3,2,4,1,4,3
Denny - Nethermains - 04,Falkirk,558,2,10,7,6,2,8,4,13,9,7,4,4,1,9,7,5,8,1,8,6,10,8,14,4,8,6,8,7,10,6,15,5,8,4,1,6,5,11,7,5,1,5,10,8,4,6,2,8,13,9,5,11,9,7,7,11,6,8,5,7,8,10,7,6,4,4,11,5,2,4,5,4,6,7,9,6,7,2,5,8,1,5,7,3,3,1,3,1,0,1,2
Denny - Nethermains - 05,Falkirk,660,10,5,9,9,10,10,5,5,11,11,6,9,4,9,8,6,6,5,8,6,7,2,7,14,14,23,4,9,7,12,4,10,5,6,8,13,7,13,15,8,5,13,6,13,4,11,13,15,10,10,7,8,3,9,17,9,7,12,6,3,10,4,3,3,5,3,9,4,3,6,6,3,3,6,4,2,3,7,7,5,3,6,6,5,5,3,3,0,5,0,7
Denny - Nethermains - 06,Falkirk,714,4,7,6,7,11,12,16,8,9,16,6,5,8,7,9,5,6,16,2,6,8,7,6,9,8,13,16,6,9,13,7,9,5,9,16,5,6,10,10,4,11,8,13,12,7,3,5,10,12,11,16,13,9,7,15,8,2,4,11,7,9,7,6,12,12,3,10,12,7,10,6,5,6,11,11,14,6,5,7,5,3,2,6,3,0,2,1,0,3,1,3
Head of Muir and Dennyloanhead - 01,Falkirk,924,9,4,4,8,11,17,17,15,11,17,12,16,13,15,12,10,12,11,15,14,8,15,10,15,14,15,13,6,7,4,16,1,7,8,11,16,20,15,13,15,15,27,16,18,9,10,18,16,17,17,24,14,18,14,20,13,17,16,17,9,12,17,9,9,9,9,10,3,6,3,1,3,4,1,1,4,5,4,3,2,3,0,0,1,4,0,0,1,1,0,2
Head of Muir and Dennyloanhead - 02,Falkirk,898,11,8,9,9,11,11,8,17,18,15,10,10,12,10,11,11,6,5,17,7,15,7,5,5,11,12,15,14,13,8,20,9,2,18,7,5,9,8,12,14,2,10,10,6,12,12,16,13,19,14,18,15,15,14,19,18,15,18,8,7,8,11,8,13,13,9,13,11,15,12,6,16,9,3,9,0,6,5,7,5,4,6,5,5,3,1,3,2,1,2,1
Head of Muir and Dennyloanhead - 03,Falkirk,648,6,7,8,7,9,8,7,7,8,12,8,2,7,4,4,5,10,6,5,9,6,7,7,7,4,4,10,6,9,6,7,4,13,3,3,8,4,3,5,3,4,8,10,5,8,8,6,16,9,8,10,7,16,13,10,13,7,15,17,17,12,15,14,8,7,8,15,11,17,6,18,6,8,3,6,5,4,3,2,0,2,2,1,3,1,3,1,0,0,1,1
Head of Muir and Dennyloanhead - 04,Falkirk,585,4,4,2,6,7,7,4,2,6,4,5,4,7,6,3,4,2,4,10,13,7,11,7,9,8,6,7,5,2,4,9,4,0,9,7,11,4,7,4,8,3,4,7,5,11,9,9,3,4,9,15,4,10,5,8,7,8,5,16,14,16,9,9,19,18,16,15,8,8,5,8,9,6,9,3,4,2,5,3,5,2,1,2,1,3,2,1,3,2,1,1
"Banknock, Haggs and Longcroft - 01",Falkirk,509,3,1,3,4,2,6,3,8,5,6,7,3,7,6,7,2,4,4,7,10,9,5,5,5,6,6,6,2,8,3,3,5,5,1,0,0,3,0,3,2,2,4,6,6,9,14,7,8,8,11,4,15,16,10,13,12,9,5,14,5,15,8,8,8,5,13,7,9,8,14,7,4,11,3,7,4,2,3,2,2,1,8,4,0,2,0,0,0,0,0,1
"Banknock, Haggs and Longcroft - 02",Falkirk,541,3,3,2,4,7,5,6,6,8,6,9,1,8,2,7,2,1,5,6,9,13,11,8,3,6,8,6,7,14,10,4,1,3,2,6,6,9,5,11,4,10,5,7,10,4,10,4,4,12,11,20,4,9,11,16,17,9,8,8,9,4,11,2,4,9,2,6,6,6,10,8,3,3,4,3,3,4,5,5,1,5,2,1,4,2,0,2,0,0,1,0
"Banknock, Haggs and Longcroft - 03",Falkirk,792,9,12,10,9,9,11,5,9,6,8,10,10,12,9,11,7,6,7,7,14,14,16,13,11,4,7,18,6,11,9,3,7,9,12,10,11,5,13,5,7,6,9,3,7,8,11,5,7,16,15,8,21,12,7,10,6,8,8,3,8,8,7,5,4,7,10,13,5,13,6,3,10,10,6,14,4,4,5,4,9,5,7,6,4,7,8,8,11,7,3,29
"Banknock, Haggs and Longcroft - 04",Falkirk,718,9,5,6,13,16,10,12,10,10,12,13,13,12,9,9,14,1,15,11,0,9,10,7,13,5,9,7,8,9,7,10,13,7,8,2,15,3,10,12,6,8,15,12,3,4,12,6,15,12,19,9,9,7,6,10,10,8,14,7,10,8,7,13,13,10,7,4,2,12,10,4,3,5,10,4,6,1,2,3,3,1,7,3,6,2,2,1,1,1,0,1
"Banknock, Haggs and Longcroft - 05",Falkirk,540,3,4,3,8,5,5,2,2,6,5,8,9,7,3,1,7,9,7,5,6,2,12,5,4,12,5,7,6,5,3,6,3,3,10,0,10,5,4,7,2,4,1,2,8,4,14,8,9,6,12,6,10,11,14,12,7,13,11,4,4,6,11,7,7,4,7,7,7,10,13,14,8,6,6,3,6,4,7,7,3,2,3,2,4,3,2,0,1,1,0,3
"Banknock, Haggs and Longcroft - 06",Falkirk,957,8,10,14,6,12,11,18,12,8,12,10,7,10,4,12,9,6,11,12,11,11,11,14,14,1,8,3,10,13,19,4,23,7,13,16,16,15,20,11,8,23,16,22,12,14,18,16,10,18,21,15,13,17,13,6,10,21,14,15,21,11,16,10,20,19,12,12,14,7,22,9,4,11,4,2,4,3,4,2,1,4,0,4,2,1,0,0,0,2,1,1
Bonnybridge - 01,Falkirk,597,6,6,4,4,8,12,8,3,4,2,2,2,4,4,8,2,13,7,12,4,4,4,13,6,3,7,10,6,10,5,12,4,4,12,11,7,5,3,4,9,5,8,11,7,5,8,7,2,11,4,10,9,7,3,10,8,10,12,10,11,11,16,13,13,10,11,8,9,8,9,10,6,6,3,4,9,6,7,4,5,2,5,1,0,1,0,0,0,0,0,8
Bonnybridge - 02,Falkirk,859,5,11,9,6,7,13,15,15,17,19,21,21,23,23,15,16,15,11,10,16,19,8,5,9,8,4,4,13,2,8,12,14,15,5,16,12,12,13,13,16,17,15,14,21,16,18,23,22,18,6,13,19,8,14,17,14,15,14,12,10,8,1,5,8,5,4,2,2,1,3,2,1,3,3,1,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0
Bonnybridge - 03,Falkirk,883,4,7,11,8,5,12,9,8,15,10,12,7,3,10,9,8,6,8,7,8,9,11,13,10,5,19,10,19,11,18,10,11,5,9,8,14,13,8,8,2,5,11,9,9,6,2,13,12,7,10,15,9,12,8,20,15,10,13,10,19,10,10,4,11,13,17,12,5,8,16,12,9,9,9,7,7,14,9,7,7,15,13,8,5,6,5,4,4,5,3,24
Bonnybridge - 04,Falkirk,901,8,11,9,6,7,10,8,9,7,10,7,13,9,9,9,7,7,12,10,17,7,11,9,11,9,11,6,4,8,6,14,7,12,10,15,11,17,12,1,6,8,13,9,14,7,14,4,9,15,10,16,21,14,17,9,10,8,24,17,14,21,21,21,10,9,19,7,10,21,10,12,9,8,6,9,7,10,5,4,4,7,7,8,6,7,3,3,6,3,2,1
Bonnybridge - 05,Falkirk,634,5,5,2,3,6,3,5,7,2,1,8,5,5,5,8,4,5,9,5,6,3,6,5,3,3,6,12,4,2,14,9,6,7,3,3,10,7,5,8,16,5,8,9,6,10,8,11,11,9,17,12,5,12,11,9,6,13,10,14,14,7,9,10,11,12,9,11,14,11,9,8,6,9,9,4,4,4,7,3,10,4,4,4,2,4,7,3,3,2,1,2
Bonnybridge - 06,Falkirk,985,14,7,10,10,13,5,6,9,5,15,10,14,10,9,13,5,16,13,13,14,3,17,13,9,7,9,7,9,4,19,1,4,13,16,16,5,16,19,15,15,9,17,18,22,14,20,12,13,16,13,19,11,20,14,15,19,11,16,16,14,12,11,16,7,16,14,15,13,8,12,10,8,7,5,1,4,2,7,8,7,4,7,7,7,5,7,3,5,1,2,17
High Bonnybridge and Greenhill - 01,Falkirk,734,8,11,5,1,3,5,2,6,5,4,6,10,5,7,4,9,17,12,9,9,10,11,6,11,13,6,9,6,2,2,5,17,9,6,9,11,5,14,12,8,13,14,16,4,10,10,15,14,8,12,7,8,9,7,15,12,13,11,7,15,4,13,8,17,11,13,10,14,12,15,11,5,5,7,6,2,6,5,7,7,5,5,1,4,3,1,1,1,2,2,1
High Bonnybridge and Greenhill - 02,Falkirk,786,12,11,13,7,17,7,15,17,17,18,8,19,9,15,5,6,11,12,8,6,12,7,8,3,12,7,9,6,11,7,10,4,13,13,13,6,14,14,15,11,9,13,14,17,10,20,15,13,6,11,3,14,7,16,15,4,8,15,13,10,8,2,7,10,8,7,6,6,4,1,0,2,7,1,3,4,2,3,2,0,2,5,3,3,3,3,0,0,6,2,15
High Bonnybridge and Greenhill - 03,Falkirk,836,12,11,6,11,8,11,9,11,18,17,18,19,18,17,20,20,8,10,7,5,4,11,10,12,4,3,7,8,11,19,16,6,10,11,13,13,19,10,15,16,25,22,15,15,16,22,7,21,18,21,13,16,7,16,13,8,5,10,5,4,14,10,6,3,7,4,3,8,7,1,5,3,2,1,1,0,1,2,0,2,2,0,1,0,0,0,0,0,0,0,0
High Bonnybridge and Greenhill - 04,Falkirk,737,4,13,9,9,2,14,9,8,13,8,8,9,10,7,7,9,6,5,10,8,10,13,4,4,4,9,8,12,8,3,6,7,8,10,10,13,13,3,5,5,21,12,13,24,12,16,4,12,9,7,13,7,4,16,18,9,11,15,5,8,10,5,6,9,7,6,13,10,13,12,11,4,8,10,7,2,8,7,4,5,4,1,3,5,2,0,2,1,0,1,2
High Bonnybridge and Greenhill - 05,Falkirk,591,5,4,3,7,8,4,7,6,8,8,8,8,8,7,10,5,9,9,8,12,7,3,6,9,12,6,8,2,5,5,7,10,7,4,8,7,7,6,5,6,6,5,7,10,14,5,9,7,10,8,9,17,12,20,12,3,8,4,7,7,6,0,5,11,8,5,8,5,5,4,9,5,6,11,9,7,7,6,2,1,5,3,3,3,0,1,1,0,1,0,0
Larbert - North Broomage and Inches - 01,Falkirk,1.018,17,11,15,15,13,17,8,9,6,13,8,8,13,4,15,6,11,10,13,5,10,23,17,13,5,9,13,1,5,7,11,6,10,12,10,12,7,18,11,11,12,17,7,15,9,18,23,17,7,21,14,14,20,15,6,31,8,14,23,16,11,20,11,10,8,8,20,17,17,14,19,11,14,13,6,6,10,11,5,12,5,5,5,6,4,2,3,4,2,1,3
Larbert - North Broomage and Inches - 02,Falkirk,998,11,11,9,13,9,18,24,25,21,22,23,28,18,12,10,14,18,10,14,12,12,9,5,4,14,3,9,6,13,13,8,8,1,15,12,18,7,18,17,18,14,15,23,27,24,19,22,17,17,19,12,25,20,22,14,10,8,12,15,6,9,10,14,4,7,3,4,4,4,7,5,11,7,4,3,3,1,6,2,2,0,7,3,0,0,0,2,0,0,2,1
Larbert - North Broomage and Inches - 03,Falkirk,2.386,41,40,57,55,53,58,57,58,44,40,40,23,35,42,32,26,28,29,12,18,12,12,13,12,23,39,29,29,27,42,29,55,45,63,45,73,63,53,56,58,45,47,49,44,46,57,38,35,46,34,32,32,27,19,16,20,22,15,15,7,7,12,7,13,15,11,12,9,9,6,7,7,9,4,4,7,2,4,3,3,6,4,6,2,1,0,0,0,0,0,4
Larbert - North Broomage and Inches - 04,Falkirk,755,10,9,9,14,9,5,17,5,14,12,12,16,10,12,17,21,12,18,18,11,14,9,4,7,10,6,12,4,3,12,7,5,10,9,10,12,8,10,2,1,14,8,12,23,13,24,16,24,21,13,21,15,27,14,12,10,12,8,8,8,2,2,6,4,3,2,1,2,5,0,6,0,1,1,0,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,2
Larbert - North Broomage and Inches - 05,Falkirk,1.083,12,11,9,17,15,22,7,13,9,15,14,10,10,9,10,7,11,10,13,14,11,8,13,15,22,6,7,12,14,14,16,15,18,24,2,10,14,18,15,17,16,10,13,12,12,22,15,15,21,16,23,16,15,12,16,21,17,20,16,17,12,13,9,14,10,6,11,18,13,9,18,12,9,8,7,14,13,6,11,4,4,3,3,6,4,3,2,2,3,1,1
Larbert - North Broomage and Inches - 06,Falkirk,721,5,10,13,10,7,9,3,13,17,11,4,9,5,7,7,8,13,5,10,9,5,15,7,6,5,10,7,20,8,10,19,12,16,18,11,13,12,11,6,11,10,10,8,11,15,11,9,4,9,11,9,9,8,10,3,7,9,6,14,11,7,9,7,8,2,10,4,8,6,6,8,9,7,9,5,4,3,5,3,0,2,4,3,1,2,3,0,1,1,2,1
Larbert - South Broomage and Village - 01,Falkirk,651,2,4,5,4,7,4,4,6,11,10,9,5,5,10,10,2,8,10,7,3,7,2,2,3,3,3,3,2,2,6,5,2,0,2,3,3,4,9,9,1,1,5,7,10,11,9,9,14,12,10,17,7,5,7,15,18,8,9,7,8,11,6,10,10,6,8,5,14,4,14,14,17,7,7,14,8,10,8,13,17,14,12,7,7,11,4,3,0,0,2,2
Larbert - South Broomage and Village - 02,Falkirk,833,5,7,6,5,11,5,3,4,2,4,6,6,9,0,4,13,13,11,10,11,8,12,14,10,9,14,4,3,11,6,11,14,6,8,9,12,2,3,11,8,20,6,2,10,7,11,19,7,18,14,27,26,25,19,7,18,5,17,12,6,15,10,13,5,12,7,14,21,10,12,25,7,9,2,9,9,4,6,10,2,3,6,6,5,7,2,3,1,3,1,8
Larbert - South Broomage and Village - 03,Falkirk,1.073,6,14,11,15,12,21,25,22,26,22,26,16,14,13,12,2,7,0,12,5,7,16,14,13,4,11,15,10,4,16,8,15,19,16,20,15,16,24,15,17,14,23,17,20,21,29,20,17,16,21,10,15,9,12,8,8,12,12,11,5,14,10,5,8,4,7,7,4,3,8,8,6,2,6,2,5,5,5,9,12,7,5,8,10,1,5,1,6,10,8,26
Larbert - South Broomage and Village - 04,Falkirk,859,5,4,12,9,4,11,7,8,10,14,16,4,10,16,7,13,13,14,8,16,11,10,18,8,12,13,6,7,5,5,0,10,11,7,5,8,11,15,7,12,8,6,17,11,10,29,19,23,12,22,18,16,18,18,11,17,17,15,22,3,6,11,10,7,3,8,8,12,7,8,13,4,7,5,5,3,7,6,2,3,5,3,3,3,0,0,2,3,5,2,4
Larbert - South Broomage and Village - 05,Falkirk,480,2,1,5,3,5,1,4,9,6,6,4,5,5,9,7,8,5,4,5,5,2,6,4,8,1,5,1,6,3,0,1,3,1,5,6,6,3,5,5,5,7,4,11,6,3,3,8,7,8,9,14,6,7,15,6,9,8,4,8,10,9,9,13,10,9,6,4,5,6,5,3,6,3,5,2,6,5,9,6,1,6,2,7,1,4,0,2,3,3,1,1
Stenhousemuir West - 01,Falkirk,696,7,3,5,1,7,4,8,4,3,5,6,10,2,6,13,6,3,8,9,4,9,5,11,7,13,12,7,5,5,5,6,3,12,6,6,6,4,5,4,15,8,9,9,8,13,13,12,13,10,11,7,11,12,7,9,12,9,11,16,10,12,4,14,12,6,9,5,12,14,7,13,10,17,10,6,11,3,1,4,6,3,3,5,6,4,5,3,7,4,4,6
